Division/SIC,Description,Link
5072,Hardware,http://www.osha.gov/pls/imis/sic_manual.display?id=981&tab=description
5074,Plumbing and Heating Equipment and Supplies (Hydronics),http://www.osha.gov/pls/imis/sic_manual.display?id=982&tab=description
5075,Warm Air Heating and Air-Conditioning Equipment and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=983&tab=description
5078,Refrigeration Equipment and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=984&tab=description
508,Machinery, Equipment, And Supplies,
5082,Construction and Mining (Except Petroleum) Machinery and Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=985&tab=description
5083,Farm and Garden Machinery and Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=986&tab=description
5084,Industrial Machinery and Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=987&tab=description
5085,Industrial Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=988&tab=description
5087,Service Establishment Equipment and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=989&tab=description
5088,Transportation Equipment and Supplies, Except Motor Vehicles,http://www.osha.gov/pls/imis/sic_manual.display?id=990&tab=description
509,Miscellaneous Durable Goods,
5091,Sporting and Recreational Goods and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=991&tab=description
5092,Toys and Hobby Goods and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=992&tab=description
5093,Scrap and Waste Materials,http://www.osha.gov/pls/imis/sic_manual.display?id=993&tab=description
5094,Jewelry, Watches, Precious Stones, and Precious Metals,http://www.osha.gov/pls/imis/sic_manual.display?id=994&tab=description
5099,Durable Goods, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=995&tab=description
51,Wholesale Trade-non-durable Goods,http://www.osha.gov/pls/imis/sic_manual.display?id=44&tab=group
511,Paper And Paper Products,
5111,Printing and Writing Paper,http://www.osha.gov/pls/imis/sic_manual.display?id=996&tab=description
5112,Stationery and Office Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=997&tab=description
5113,Industrial and Personal Service Paper,http://www.osha.gov/pls/imis/sic_manual.display?id=998&tab=description
512,Drugs, Drug Proprietaries, And Druggists&#39; Sundries,
5122,Drugs, Drug Proprietaries, and Druggists' Sundries,http://www.osha.gov/pls/imis/sic_manual.display?id=694&tab=description
513,Apparel, Piece Goods, And Notions,
5131,Piece Goods, Notions, and Other Dry Good,http://www.osha.gov/pls/imis/sic_manual.display?id=695&tab=description
5136,Men's and Boy's Clothing and Furnishings,http://www.osha.gov/pls/imis/sic_manual.display?id=696&tab=description
5137,Women's, Children's, and Infants' Clothing and Accessories,http://www.osha.gov/pls/imis/sic_manual.display?id=697&tab=description
5139,Footwear,http://www.osha.gov/pls/imis/sic_manual.display?id=698&tab=description
514,Groceries And Related Products,
5141,Groceries, General Line,http://www.osha.gov/pls/imis/sic_manual.display?id=699&tab=description
5142,Packaged Frozen Foods,http://www.osha.gov/pls/imis/sic_manual.display?id=700&tab=description
5143,Dairy Products, Except Dried or Canned,http://www.osha.gov/pls/imis/sic_manual.display?id=296&tab=description
5144,Poultry and Poultry Products,http://www.osha.gov/pls/imis/sic_manual.display?id=297&tab=description
5145,Confectionery,http://www.osha.gov/pls/imis/sic_manual.display?id=298&tab=description
5146,Fish and Seafoods,http://www.osha.gov/pls/imis/sic_manual.display?id=299&tab=description
5147,Meats and Meat Products,http://www.osha.gov/pls/imis/sic_manual.display?id=300&tab=description
5148,Fresh Fruits and Vegetables,http://www.osha.gov/pls/imis/sic_manual.display?id=301&tab=description
5149,Groceries and Related Products, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=302&tab=description
515,Farm-product Raw Materials,
5153,Grain and Field Beans,http://www.osha.gov/pls/imis/sic_manual.display?id=303&tab=description
5154,Livestock,http://www.osha.gov/pls/imis/sic_manual.display?id=1&tab=description
5159,Farm-Product Raw Materials, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=2&tab=description
516,Chemicals And Allied Products,
5162,Plastics Materials and Basic Forms and Shapes,http://www.osha.gov/pls/imis/sic_manual.display?id=3&tab=description
5169,Chemicals and Allied Products, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=4&tab=description
517,Petroleum And Petroleum Products,
5171,Petroleum Bulk stations and Terminals,http://www.osha.gov/pls/imis/sic_manual.display?id=5&tab=description
5172,Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals,http://www.osha.gov/pls/imis/sic_manual.display?id=6&tab=description
518,Beer, Wine, And Distilled Alcoholic Beverages,
5181,Beer and Ale,http://www.osha.gov/pls/imis/sic_manual.display?id=7&tab=description
5182,Wine and Distilled Alcoholic Beverages,http://www.osha.gov/pls/imis/sic_manual.display?id=8&tab=description
519,Miscellaneous Non-durable Goods,
5191,Farm Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=9&tab=description
5192,Books, Periodicals, and Newspapers,http://www.osha.gov/pls/imis/sic_manual.display?id=10&tab=description
5193,Flowers, Nursery Stock, and Florists' Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=243&tab=description
5194,Tobacco and Tobacco Products,http://www.osha.gov/pls/imis/sic_manual.display?id=11&tab=description
5198,Paints, Varnishes, and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=12&tab=description
5199,Nondurable Goods, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=244&tab=description
G,Retail Trade,http://www.osha.gov/pls/imis/sic_manual.display?id=7&tab=division
52,Building Materials, Hardware, Garden Supply, And Mobile Home Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=45&tab=group
521,Lumber And Other Building Materials Dealers,
5211,Lumber and Other Building Materials Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=13&tab=description
523,Paint, Glass And Wallpaper Stores,
5231,Paint, Glass, and Wallpaper Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=14&tab=description
525,Hardware Stores,
5251,Hardware Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=245&tab=description
526,Retail Nurseries, Lawn And Garden Supply Stores,
5261,Retail Nurseries, Lawn and Garden Supply Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=15&tab=description
527,Mobile Home Dealers,
5271,Mobile Home Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=16&tab=description
53,General Merchandise Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=46&tab=group
531,Department Stores,
5311,Department Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=246&tab=description
533,Variety Stores,
5331,Variety Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=17&tab=description
539,Miscellaneous General Merchandise Stores,
5399,Miscellaneous General Merchandise Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=18&tab=description
54,Food Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=47&tab=group
541,Grocery Stores,
5411,Grocery Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=19&tab=description
542,Meat And Fish (seafood) Markets, Including,
5421,Meat and Fish (Seafood) Markets, Including Freezer Provisioners,http://www.osha.gov/pls/imis/sic_manual.display?id=20&tab=description
543,Fruit And Vegetable Markets,
5431,Fruit and Vegetable Markets,http://www.osha.gov/pls/imis/sic_manual.display?id=21&tab=description
544,Candy, Nut, And Confectionery Stores,
5441,Candy, Nut, and Confectionery Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=22&tab=description
545,Dairy Products Stores,
5451,Dairy Products Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=23&tab=description
546,Retail Bakeries,
5461,Retail Bakeries,http://www.osha.gov/pls/imis/sic_manual.display?id=24&tab=description
549,Miscellaneous Food Stores,
5499,Miscellaneous Food Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=25&tab=description
55,Automotive Dealers And Gasoline Service Stations,http://www.osha.gov/pls/imis/sic_manual.display?id=48&tab=group
551,Motor Vehicle Dealers (new And Used),
5511,Motor Vehicle Dealers (New and Used),http://www.osha.gov/pls/imis/sic_manual.display?id=26&tab=description
552,Motor Vehicle Dealers (used Only),
5521,Motor Vehicle Dealers (Used Only),http://www.osha.gov/pls/imis/sic_manual.display?id=27&tab=description
553,Auto And Home Supply Stores,
5531,Auto and Home Supply Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=28&tab=description
554,Gasoline Service Stations,
5541,Gasoline Service Stations,http://www.osha.gov/pls/imis/sic_manual.display?id=29&tab=description
555,Boat Dealers,
5551,Boat Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=30&tab=description
556,Recreational Vehicle Dealers,
5561,Recreational Vehicle Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=31&tab=description
557,Motorcycle Dealers,
5571,Motorcycle Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=32&tab=description
559,Automotive Dealers, Not Elsewhere Classified,
5599,Automotive Dealers, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=33&tab=description
56,Apparel And Accessory Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=49&tab=group
561,Men&#39;s And Boys&#39; Clothing And Accessory Stores,
5611,Men's and Boys' Clothing and Accessory Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=247&tab=description
562,Women&#39;s Clothing Stores,
5621,Women's Clothing Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=248&tab=description
563,Women&#39;s Accessory And Specialty Stores,
5632,Women's Accessory and Specialty Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=249&tab=description
564,Children&#39;s And Infants&#39; Wear Stores,
5641,Children's and Infants' Wear Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=250&tab=description
565,Family Clothing Stores,
5651,Family Clothing Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=34&tab=description
566,Shoe Stores,
5661,Shoe Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=251&tab=description
569,Miscellaneous Apparel And Accessory Stores,
5699,Miscellaneous Apparel and Accessory Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=252&tab=description
57,Home Furniture, Furnishings, And Equipment Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=50&tab=group
571,Home Furniture And Furnishings Stores,
5712,Furniture Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=35&tab=description
5713,Floor Covering Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=36&tab=description
5714,Drapery, Curtain, and Upholstery Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=37&tab=description
5719,Miscellaneous home furnishings Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=38&tab=description
572,Household Appliance Stores,
5722,Household Appliance Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=39&tab=description
573,Radio, Television, Consumer Electronics, And Music Stores,
5731,Radio, Television, and Consumer Electronics Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=40&tab=description
5734,Computer and Computer Software Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=41&tab=description
5735,Record and Prerecorded Tape Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=42&tab=description
5736,Musical Instrument Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=43&tab=description
58,Eating And Drinking Places,http://www.osha.gov/pls/imis/sic_manual.display?id=51&tab=group
581,Eating And Drinking Places,
5812,Eating Places,http://www.osha.gov/pls/imis/sic_manual.display?id=44&tab=description
5813,Drinking Places (alcoholic Beverages),http://www.osha.gov/pls/imis/sic_manual.display?id=45&tab=description
59,Miscellaneous Retail,http://www.osha.gov/pls/imis/sic_manual.display?id=52&tab=group
591,Drug Stores And Proprietary Stores,
5912,Drug Stores and Proprietary Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=46&tab=description
592,Liquor Stores,
5921,Liquor Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=47&tab=description
593,Used Merchandise Stores,
5932,Used Merchandise Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=48&tab=description
594,Miscellaneous Shopping Goods Stores,
5941,Sporting Goods Stores and Bicycle Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=253&tab=description
5942,Book Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=49&tab=description
5943,Stationery Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=50&tab=description
5944,Jewelry Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=51&tab=description
5945,Hobby, Toy, and Game Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=254&tab=description
5946,Camera and Photographic Supply Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=52&tab=description
5947,Gift, Novelty, and Souvenir Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=53&tab=description
5948,Luggage and Leather Goods Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=54&tab=description
5949,Sewing, Needlework, and Piece Goods Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=55&tab=description
596,Nonstore Retailers,
5961,Catalog and Mail-Order Houses,http://www.osha.gov/pls/imis/sic_manual.display?id=56&tab=description
5962,Automatic Merchandising Machine Operators,http://www.osha.gov/pls/imis/sic_manual.display?id=57&tab=description
5963,Direct Selling Establishments,http://www.osha.gov/pls/imis/sic_manual.display?id=58&tab=description
598,Fuel Dealers,
5983,Fuel Oil Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=59&tab=description
5984,Liquefied Petroleum Gas (Bottled Gas) Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=255&tab=description
5989,Fuel Dealers, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=60&tab=description
599,Retail Stores, Not Elsewhere Classified,
5992,Florists,http://www.osha.gov/pls/imis/sic_manual.display?id=61&tab=description
5993,Tobacco Stores and Stands,http://www.osha.gov/pls/imis/sic_manual.display?id=256&tab=description
5994,News Dealers and Newsstands,http://www.osha.gov/pls/imis/sic_manual.display?id=62&tab=description
5995,Optical Goods Stores,http://www.osha.gov/pls/imis/sic_manual.display?id=63&tab=description
5999,Miscellaneous Retail Stores, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=257&tab=description
H,Finance, Insurance, And Real Estate,http://www.osha.gov/pls/imis/sic_manual.display?id=8&tab=division
60,Depository Institutions,http://www.osha.gov/pls/imis/sic_manual.display?id=53&tab=group
601,Central Reserve Depository Institutions,
6011,Federal Reserve Banks,http://www.osha.gov/pls/imis/sic_manual.display?id=64&tab=description
6019,Central Reserve Depository Institutions, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=65&tab=description
602,Commercial Banks,
6021,National Commercial Banks,http://www.osha.gov/pls/imis/sic_manual.display?id=66&tab=description
6022,State Commercial Banks,http://www.osha.gov/pls/imis/sic_manual.display?id=67&tab=description
6029,Commercial Banks, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=68&tab=description
603,Savings Institutions,
6035,Savings Institutions, Federally Chartered,http://www.osha.gov/pls/imis/sic_manual.display?id=69&tab=description
6036,Savings Institutions, Not Federally Chartered,http://www.osha.gov/pls/imis/sic_manual.display?id=70&tab=description
606,Credit Unions,
6061,Credit Unions, Federally Chartered,http://www.osha.gov/pls/imis/sic_manual.display?id=71&tab=description
6062,Credit Unions, Not Federally Chartered,http://www.osha.gov/pls/imis/sic_manual.display?id=72&tab=description
608,Foreign Banking And Branches And Agencies Of,
6081,Branches and Agencies of Foreign Banks,http://www.osha.gov/pls/imis/sic_manual.display?id=73&tab=description
6082,Foreign Trade and International Banking Institutions,http://www.osha.gov/pls/imis/sic_manual.display?id=74&tab=description
609,Functions Related To Depository Banking,
6091,Non-deposit Trust Facilities,,http://www.osha.gov/pls/imis/sic_manual.display?id=75&tab=description
6099,Functions Related to Depository Banking, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=258&tab=description
61,Non-depository Credit Institutions,http://www.osha.gov/pls/imis/sic_manual.display?id=54&tab=group
611,Federal And Federally-sponsored Credit Agencies,
6111,Federal and Federally-Sponsored Credit Agencies,http://www.osha.gov/pls/imis/sic_manual.display?id=76&tab=description
614,Personal Credit Institutions,
6141,Personal Credit Institutions,http://www.osha.gov/pls/imis/sic_manual.display?id=77&tab=description
615,Business Credit Institutions,
6153,Short-Term Business Credit Institutions, Except Agricultural,http://www.osha.gov/pls/imis/sic_manual.display?id=259&tab=description
6159,Miscellaneous business Credit Institutions,http://www.osha.gov/pls/imis/sic_manual.display?id=78&tab=description
616,Mortgage Bankers And Brokers,
6162,Mortgage Bankers and Loan Correspondents,http://www.osha.gov/pls/imis/sic_manual.display?id=79&tab=description
6163,Loan Brokers,http://www.osha.gov/pls/imis/sic_manual.display?id=80&tab=description
62,Security And Commodity Brokers, Dealers, Exchanges, And Services,http://www.osha.gov/pls/imis/sic_manual.display?id=55&tab=group
621,Security Brokers, Dealers, And Flotation,
6211,Security Brokers, Dealers, and Flotation Companies,http://www.osha.gov/pls/imis/sic_manual.display?id=81&tab=description
622,Commodity Contracts Brokers And Dealers,
6221,Commodity Contracts Brokers and Dealers,http://www.osha.gov/pls/imis/sic_manual.display?id=82&tab=description
623,Security And Commodity Exchanges,
6231,Security and Commodity Exchanges,http://www.osha.gov/pls/imis/sic_manual.display?id=83&tab=description
628,Services Allied With The Exchange Of Securities,
6282,Investment Advice,http://www.osha.gov/pls/imis/sic_manual.display?id=84&tab=description
6289,Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=85&tab=description
63,Insurance Carriers,http://www.osha.gov/pls/imis/sic_manual.display?id=56&tab=group
631,Life Insurance,
6311,Life Insurance,http://www.osha.gov/pls/imis/sic_manual.display?id=86&tab=description
632,Accident And Health Insurance And Medical,
6321,Accident and Health Insurance,http://www.osha.gov/pls/imis/sic_manual.display?id=87&tab=description
6324,Hospital and Medical Service Plans,http://www.osha.gov/pls/imis/sic_manual.display?id=88&tab=description
633,Fire, Marine, And Casualty Insurance,
6331,Fire, Marine, and Casualty Insurance,http://www.osha.gov/pls/imis/sic_manual.display?id=260&tab=description
635,Surety Insurance,
6351,Surety Insurance,http://www.osha.gov/pls/imis/sic_manual.display?id=89&tab=description
636,Title Insurance,
6361,Title Insurance,http://www.osha.gov/pls/imis/sic_manual.display?id=90&tab=description
637,Pension, Health, And Welfare Funds,
6371,Pension, Health, and Welfare Funds,http://www.osha.gov/pls/imis/sic_manual.display?id=91&tab=description
639,Insurance Carriers, Not Elsewhere Classified,
6399,Insurance Carriers, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=92&tab=description
64,Insurance Agents, Brokers, And Service,http://www.osha.gov/pls/imis/sic_manual.display?id=57&tab=group
641,Insurance Agents, Brokers, And Service,
6411,Insurance Agents, Brokers, and Service,http://www.osha.gov/pls/imis/sic_manual.display?id=261&tab=description
65,Real Estate,http://www.osha.gov/pls/imis/sic_manual.display?id=58&tab=group
651,Real Estate Operators (except Developers) And Lessors,
6512,Operators of Nonresidential Buildings,http://www.osha.gov/pls/imis/sic_manual.display?id=93&tab=description
6513,Operators of Apartment Buildings,http://www.osha.gov/pls/imis/sic_manual.display?id=94&tab=description
6514,Operators of Dwellings Other Than Apartment Buildings,http://www.osha.gov/pls/imis/sic_manual.display?id=95&tab=description
6515,Operators of Residential Mobile Home Sites,http://www.osha.gov/pls/imis/sic_manual.display?id=96&tab=description
6517,Lessors of Railroad Property,http://www.osha.gov/pls/imis/sic_manual.display?id=97&tab=description
6519,Lessors of Real Property, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=98&tab=description
653,Real Estate Agents And Managers,
6531,Real Estate Agents and Managers,http://www.osha.gov/pls/imis/sic_manual.display?id=99&tab=description
654,Title Abstract Offices,
6541,Title Abstract Offices,http://www.osha.gov/pls/imis/sic_manual.display?id=100&tab=description
655,Land Subdividers And Developers,
6552,Land Subdividers and Developers, Except Cemeteries,http://www.osha.gov/pls/imis/sic_manual.display?id=101&tab=description
6553,Cemetery Subdividers and Developers,http://www.osha.gov/pls/imis/sic_manual.display?id=102&tab=description
67,Holding And Other Investment Offices,http://www.osha.gov/pls/imis/sic_manual.display?id=59&tab=group
671,Holding Offices,
6712,Offices of Bank Holding Companies,http://www.osha.gov/pls/imis/sic_manual.display?id=103&tab=description
6719,Offices of Holding Companies, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=104&tab=description
672,Investment Offices,
6722,Management Investment Offices, Open-End,http://www.osha.gov/pls/imis/sic_manual.display?id=105&tab=description
6726,Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices,http://www.osha.gov/pls/imis/sic_manual.display?id=262&tab=description
673,Trusts,
6732,Educational, Religious, and Charitable Trusts,http://www.osha.gov/pls/imis/sic_manual.display?id=106&tab=description
6733,Trusts, Except Educational, Religious, and Charitable,http://www.osha.gov/pls/imis/sic_manual.display?id=107&tab=description
679,Miscellaneous Investing,
6792,Oil Royalty Traders,http://www.osha.gov/pls/imis/sic_manual.display?id=108&tab=description
6794,Patent Owners and Lessors,http://www.osha.gov/pls/imis/sic_manual.display?id=109&tab=description
6798,Real Estate Investment Trusts,http://www.osha.gov/pls/imis/sic_manual.display?id=1000&tab=description
6799,Investors, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=110&tab=description
I,Services,http://www.osha.gov/pls/imis/sic_manual.display?id=9&tab=division
70,Hotels, Rooming Houses, Camps, And Other Lodging Places,http://www.osha.gov/pls/imis/sic_manual.display?id=60&tab=group
701,Hotels And Motels,
7011,Hotels and Motels,http://www.osha.gov/pls/imis/sic_manual.display?id=111&tab=description
702,Rooming And Boarding Houses,
7021,Rooming and Boarding Houses,http://www.osha.gov/pls/imis/sic_manual.display?id=112&tab=description
703,Camps And Recreational Vehicle Parks,
7032,Sporting and Recreational Camps,http://www.osha.gov/pls/imis/sic_manual.display?id=263&tab=description
7033,Recreational Vehicle Parks and Campsites,http://www.osha.gov/pls/imis/sic_manual.display?id=113&tab=description
704,Organization Hotels And Lodging Houses, On,
7041,Organization Hotels and Lodging Houses, on Membership Basis,http://www.osha.gov/pls/imis/sic_manual.display?id=114&tab=description
72,Personal Services,http://www.osha.gov/pls/imis/sic_manual.display?id=61&tab=group
721,Laundry, Cleaning, And Garment Services,
7211,Power Laundries, Family and Commercial,http://www.osha.gov/pls/imis/sic_manual.display?id=115&tab=description
7212,Garment Pressing, and Agents for Laundries and Drycleaners,http://www.osha.gov/pls/imis/sic_manual.display?id=116&tab=description
7213,Linen Supply,http://www.osha.gov/pls/imis/sic_manual.display?id=117&tab=description
7215,Coin-Operated Laundries and Drycleaning,http://www.osha.gov/pls/imis/sic_manual.display?id=118&tab=description
7216,Drycleaning Plants, Except Rug Cleaning,http://www.osha.gov/pls/imis/sic_manual.display?id=119&tab=description
7217,Carpet and Upholstery Cleaning,http://www.osha.gov/pls/imis/sic_manual.display?id=264&tab=description
7218,Industrial Launderers,http://www.osha.gov/pls/imis/sic_manual.display?id=265&tab=description
7219,Laundry and Garment Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=120&tab=description
722,Photographic Studios, Portrait,
7221,Photographic Studios, Portrait,http://www.osha.gov/pls/imis/sic_manual.display?id=121&tab=description
723,Beauty Shops,
7231,Beauty Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=122&tab=description
724,Barber Shops,
7241,Barber Shops,http://www.osha.gov/pls/imis/sic_manual.display?id=266&tab=description
725,Shoe Repair Shops And Shoeshine Parlors,
7251,Shoe Repair Shops and Shoeshine Parlors,http://www.osha.gov/pls/imis/sic_manual.display?id=123&tab=description
726,Funeral Service And Crematories,
7261,Funeral Service and Crematories,http://www.osha.gov/pls/imis/sic_manual.display?id=124&tab=description
729,Miscellaneous Personal Services,
7291,Tax Return Preparation Services,http://www.osha.gov/pls/imis/sic_manual.display?id=125&tab=description
7299,Miscellaneous Personal Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=267&tab=description
73,Business Services,http://www.osha.gov/pls/imis/sic_manual.display?id=62&tab=group
731,Advertising,
7311,Advertising Agencies,http://www.osha.gov/pls/imis/sic_manual.display?id=126&tab=description
7312,Outdoor Advertising Services,http://www.osha.gov/pls/imis/sic_manual.display?id=127&tab=description
7313,Radio, Television, and Publishers' Advertising Representatives,http://www.osha.gov/pls/imis/sic_manual.display?id=268&tab=description
7319,Advertising, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=136&tab=description
732,Consumer Credit Reporting Agencies, Mercantile,
7322,Adjustment and Collection Services,http://www.osha.gov/pls/imis/sic_manual.display?id=137&tab=description
7323,Credit Reporting Services,http://www.osha.gov/pls/imis/sic_manual.display?id=138&tab=description
733,Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services,
7331,Direct Mail Advertising Services,http://www.osha.gov/pls/imis/sic_manual.display?id=139&tab=description
7334,Photocopying and Duplicating Services,http://www.osha.gov/pls/imis/sic_manual.display?id=140&tab=description
7335,Commercial Photography,http://www.osha.gov/pls/imis/sic_manual.display?id=141&tab=description
7336,Commercial Art and Graphic Design,http://www.osha.gov/pls/imis/sic_manual.display?id=142&tab=description
7338,Secretarial and Court Reporting Services,http://www.osha.gov/pls/imis/sic_manual.display?id=143&tab=description
734,Services To Dwellings And Other Buildings,
7342,Disinfecting and Pest Control Services,http://www.osha.gov/pls/imis/sic_manual.display?id=144&tab=description
7349,Building Cleaning and Maintenance Services, Not Elsewhere,http://www.osha.gov/pls/imis/sic_manual.display?id=269&tab=description
735,Miscellaneous Equipment Rental And Leasing,
7352,Medical Equipment Rental and Leasing,http://www.osha.gov/pls/imis/sic_manual.display?id=145&tab=description
7353,Heavy Construction Equipment Rental and Leasing,http://www.osha.gov/pls/imis/sic_manual.display?id=146&tab=description
7359,Equipment Rental and Leasing, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=270&tab=description
736,Personnel Supply Services,
7361,Employment Agencies,http://www.osha.gov/pls/imis/sic_manual.display?id=271&tab=description
7363,Help Supply Services,http://www.osha.gov/pls/imis/sic_manual.display?id=147&tab=description
737,Computer Programming, Data Processing, And Other Computer Related Services,
7371,Computer Programming Services,http://www.osha.gov/pls/imis/sic_manual.display?id=148&tab=description
7372,Prepackaged Software,http://www.osha.gov/pls/imis/sic_manual.display?id=149&tab=description
7373,Computer Integrated Systems Design,http://www.osha.gov/pls/imis/sic_manual.display?id=150&tab=description
7374,Computer Processing and Data Preparation and Processing Services,http://www.osha.gov/pls/imis/sic_manual.display?id=151&tab=description
7375,Information Retrieval Services,http://www.osha.gov/pls/imis/sic_manual.display?id=152&tab=description
7376,Computer Facilities Management Services,http://www.osha.gov/pls/imis/sic_manual.display?id=153&tab=description
7377,Computer Rental and Leasing,http://www.osha.gov/pls/imis/sic_manual.display?id=272&tab=description
7378,Computer Maintenance and Repair,http://www.osha.gov/pls/imis/sic_manual.display?id=154&tab=description
7379,Computer Related Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=155&tab=description
738,Miscellaneous Business Services,
7381,Detective, Guard, and Armored Car Services,http://www.osha.gov/pls/imis/sic_manual.display?id=156&tab=description
7382,Security Systems Services,http://www.osha.gov/pls/imis/sic_manual.display?id=157&tab=description
7383,News Syndicates,http://www.osha.gov/pls/imis/sic_manual.display?id=158&tab=description
7384,Photofinishing Laboratories,http://www.osha.gov/pls/imis/sic_manual.display?id=159&tab=description
7389,Business Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=1013&tab=description
75,Automotive Repair, Services, And Parking,http://www.osha.gov/pls/imis/sic_manual.display?id=63&tab=group
751,Automotive Rental And Leasing, Without Drivers,
